"subject" "activity" "featDomain" "featAcceleration" "featInstrument" "featJerk" "featMagnitude" "featVariable" "featAxis" "count" "average"
"3015" 8 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 48 -0.1908057215
"3016" 8 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 48 -0.1429742348125
"3017" 8 "WALKING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 48 -0.301241848645833
"3018" 8 "WALKING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 48 -0.327459577895833
"3019" 8 "WALKING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 48 -0.473026230833333
"3020" 8 "WALKING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 48 -0.581240190833333
"3021" 8 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 48 -0.247389011875
"3022" 8 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 48 0.316982393333333
"3023" 8 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 48 -0.238634594791667
"3024" 8 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 48 -0.148386858858333
"3025" 8 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 48 0.32484493125
"3026" 8 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 48 -0.158437341970833
"3027" 8 "WALKING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 48 -0.09521728274375
"3028" 8 "WALKING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 48 -0.360818978541667
"3029" 8 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 48 -0.311198711041667
"3030" 8 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 48 0.0796832872416667
"3031" 8 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 48 -0.361563262083333
"3032" 8 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 48 -0.271448185291667
"3033" 8 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 48 0.315883536479167
"3034" 8 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 48 -0.4044825094375
"3035" 8 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 48 -0.123834409766667
"3036" 8 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 48 -0.276436130125
"3037" 8 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 38 -0.121189625973684
"3038" 8 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 38 -0.0500760173342105
"3039" 8 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 38 0.114143855152368
"3040" 8 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 38 -0.258430885531579
"3041" 8 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 38 0.0243131207736842
"3042" 8 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 38 -0.129565242710526
"3043" 8 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 38 0.0993429744078947
"3044" 8 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 38 -0.0466291872078947
"3045" 8 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 38 -0.0349283489710526
"3046" 8 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 38 -0.0534969692794737
"3047" 8 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 38 -0.0867903297078947
"3048" 8 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 38 -0.267887897328947
"3049" 8 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 38 -0.0704526510842105
"3050" 8 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 38 -0.1896044435
"3051" 8 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 38 -0.126189142894737
"3052" 8 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 38 -0.157484866842105
"3053" 8 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 38 0.283484089210526
"3054" 8 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 38 -0.0211058674973684
"3055" 8 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 38 -0.107598135394737
"3056" 8 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 38 0.0241393473736842
"3057" 8 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 38 0.343826273105263
"3058" 8 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 38 0.1337170395
"3059" 8 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 38 0.176599311818421
"3060" 8 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 38 0.131337867236842
"3061" 8 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 38 0.118938088342105
"3062" 8 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 38 -0.0380193846210526
"3063" 8 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 38 -0.0394356157631579
"3064" 8 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 38 0.250143724521053
"3065" 8 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 38 0.288140718789474
"3066" 8 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 38 -0.0135136269
"3067" 8 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 38 0.262628490268421
"3068" 8 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 38 0.2534082561
"3069" 8 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 38 0.914023498421053
"3070" 8 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 38 -0.187610243421053
"3071" 8 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 38 -0.141817934963684
"3072" 8 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 38 -0.945766561578947
"3073" 8 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 38 -0.941580934473684
"3074" 8 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 38 -0.897190012631579
"3075" 8 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 38 0.176599311818421
"3076" 8 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 38 0.131337867236842
"3077" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 38 -0.130740445236842
"3078" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 38 0.116090879026316
"3079" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 38 0.0277498065176316
"3080" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 38 -0.302735102631579
"3081" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 38 -0.0461356322868421
"3082" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 38 -0.268253406210526
"3083" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 38 -0.00036272967368421
"3084" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 38 -0.255590314210526
"3085" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 38 -0.125179586744737
"3086" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 38 -0.26298447
"3087" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 38 0.136590199860526
"3088" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 38 0.388412779763158
"3089" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 38 0.159589756534211
"3090" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 38 -0.0260463260078947
"3091" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 38 0.232184078052632
"3092" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 38 0.0214914840105263
"3093" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 38 0.301626757315789
"3094" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 38 -0.156141093578947
"3095" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 38 0.214841402815789
"3096" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 38 0.220639687868421
"3097" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 38 0.0586096890447368
"3098" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 38 0.172658982065789
"3099" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 38 0.273943791773684
"3100" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 38 -0.0846674186842105
"3101" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 38 0.331528459921053
"3102" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 38 0.134734731236842
"3103" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 41 0.19270447595122
"3104" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 41 -0.204205356087805
"3105" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 41 -0.0724546025804878
"3106" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 41 -0.367428367219512
"3107" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 41 -0.0666980861414634
"3108" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 41 0.337526477436585
"3109" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 41 0.166447991
"3110" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 41 -0.109327923829268
"3111" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 41 -0.15544567414878
"3112" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 41 -0.027919577097561
"3113" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 41 -0.0534090382439024
"3114" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 41 -0.40507069195122
"3115" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 41 -0.424675673414634
"3116" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 41 -0.430366658780488
"3117" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 41 -0.400664014146342
"3118" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 41 -0.493975031707317
"3119" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 41 0.258880152048781
"3120" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 41 -0.0282415136341463
"3121" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 41 -0.11512211995122
"3122" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 41 -0.171712174634146
"3123" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 41 0.348768733170732
"3124" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 41 0.121187278790244
"3125" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 41 0.121026629195122
"3126" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 41 -0.227200254219512
"3127" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 41 0.0813816809395122
"3128" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 41 0.014120592097561
"3129" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 41 -0.0674583919268293
"3130" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 41 -0.186618895268293
"3131" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 41 -0.0123501104926829
"3132" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 41 -0.447518179097561
"3133" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 41 -0.141494613465854
"3134" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 41 -0.228296364146341
"3135" 8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 41 0.860368718780488
"3136" 8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 41 -0.291341491707317
"3137" 8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 41 -0.192306960631707
"3138" 8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 41 -0.926673287804878
"3139" 8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 41 -0.931032068536585
"3140" 8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 41 -0.876168930487805
"3141" 8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 41 0.121026629195122
"3142" 8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 41 -0.227200254219512
"3143" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 41 -0.240260761682927
"3144" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 41 -0.113162144460976
"3145" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 41 0.16597418695122
"3146" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 41 -0.409955580780488
"3147" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 41 -0.0478802512585366
"3148" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 41 0.263202878429268
"3149" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 41 -0.229610952609756
"3150" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 41 -0.183325647134146
"3151" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 41 -0.463270578048781
"3152" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 41 -0.575733290731707
"3153" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 41 -0.166411065387805
"3154" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 41 0.263431399878049
"3155" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 41 -0.0729496941121951
"3156" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 41 -0.175284990170732
"3157" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 41 0.30540146
"3158" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 41 0.133766193578049
"3159" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 41 -0.13026451905122
"3160" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 41 -0.409282851707317
"3161" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 41 -0.200277249165854
"3162" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 41 -0.0257952590634146
"3163" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 41 -0.386655803658537
"3164" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 41 -0.24733661795122
"3165" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 41 -0.0700821464439024
"3166" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 41 -0.508248316829268
"3167" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 41 -0.131850567460976
"3168" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 41 -0.379266499780488
"3169" 9 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 50 -0.013632036148
"3170" 9 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 50 -0.15890291983
"3171" 9 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 50 0.101275010682
"3172" 9 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 50 -0.9422465098
"3173" 9 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 50 -0.9266185314
"3174" 9 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 50 -0.9615953704
"3175" 9 "LAYING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 50 -0.9071250998
"3176" 9 "LAYING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 50 -0.8985578738
"3177" 9 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 50 -0.10384667982
"3178" 9 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 50 -0.027552256948
"3179" 9 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 50 -0.0569490475
"3180" 9 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 50 -0.945329035
"3181" 9 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 50 -0.9621702422
"3182" 9 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 50 -0.9770761602
"3183" 9 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 50 -0.964524819
"3184" 9 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 50 -0.9528015598
"3185" 9 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 50 0.2591955368
"3186" 9 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 50 -0.020526821662
"3187" 9 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 50 -0.10754972144
"3188" 9 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 50 -0.94233309
"3189" 9 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 50 -0.9162927764
"3190" 9 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 50 -0.9407072854
"3191" 9 "LAYING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 50 -0.9308684376
"3192" 9 "LAYING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 50 -0.91512680016
"3193" 9 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 50 0.08807344764
"3194" 9 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 50 0.011561732718
"3195" 9 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 50 -0.0070536778584
"3196" 9 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 50 -0.9647404702
"3197" 9 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 50 -0.9639966798
"3198" 9 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 50 -0.958562455
"3199" 9 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 50 -0.9633745492
"3200" 9 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 50 -0.9550268052
"3201" 9 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 50 -0.5802528348
"3202" 9 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 50 -0.1191541962
"3203" 9 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 50 0.9578730416
"3204" 9 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 50 -0.9218210626
"3205" 9 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 50 -0.9699944882
"3206" 9 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 50 -0.9712046902
"3207" 9 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 50 -0.9308684376
"3208" 9 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 50 -0.91512680016
"3209" 9 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 50 -0.930297921
"3210" 9 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 50 -0.9345796594
"3211" 9 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 50 -0.9598150092
"3212" 9 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 50 -0.9463891504
"3213" 9 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 50 -0.9231319366
"3214" 9 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 50 -0.965686312
"3215" 9 "LAYING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 50 -0.9186053356
"3216" 9 "LAYING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 50 -0.9034005814
"3217" 9 "LAYING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 50 -0.9558062546
"3218" 9 "LAYING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 50 -0.9522904702
"3219" 9 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 50 -0.946865494
"3220" 9 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 50 -0.9343665984
"3221" 9 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 50 -0.9459190006
"3222" 9 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 50 -0.9409810272
"3223" 9 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 50 -0.9128367508
"3224" 9 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 50 -0.9419711636
"3225" 9 "LAYING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 50 -0.9266042952
"3226" 9 "LAYING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 50 -0.921929738394
"3227" 9 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 50 -0.964304065
