subject	activity	featDomain	featAcceleration	featInstrument	featJerk	featMagnitude	featVariable	featAxis	count	average
9	SITTING	Freq	NA	Gyroscope	Jerk	Magnitude	Mean	NA	50	-0.9683155878
9	SITTING	Freq	NA	Gyroscope	Jerk	Magnitude	SD	NA	50	-0.9659970148
9	SITTING	Freq	Body	Accelerometer	NA	NA	Mean	X	50	-0.959413594
9	SITTING	Freq	Body	Accelerometer	NA	NA	Mean	Y	50	-0.911683219
9	SITTING	Freq	Body	Accelerometer	NA	NA	Mean	Z	50	-0.8922013438
9	SITTING	Freq	Body	Accelerometer	NA	NA	SD	X	50	-0.956903459
9	SITTING	Freq	Body	Accelerometer	NA	NA	SD	Y	50	-0.86761360746
9	SITTING	Freq	Body	Accelerometer	NA	NA	SD	Z	50	-0.818001834824
9	SITTING	Freq	Body	Accelerometer	NA	Magnitude	Mean	NA	50	-0.8977181972
9	SITTING	Freq	Body	Accelerometer	NA	Magnitude	SD	NA	50	-0.8691725114
9	SITTING	Freq	Body	Accelerometer	Jerk	NA	Mean	X	50	-0.9655962396
9	SITTING	Freq	Body	Accelerometer	Jerk	NA	Mean	Y	50	-0.9580073906
9	SITTING	Freq	Body	Accelerometer	Jerk	NA	Mean	Z	50	-0.9575269752
9	SITTING	Freq	Body	Accelerometer	Jerk	NA	SD	X	50	-0.9666604036
9	SITTING	Freq	Body	Accelerometer	Jerk	NA	SD	Y	50	-0.9585229866
9	SITTING	Freq	Body	Accelerometer	Jerk	NA	SD	Z	50	-0.9649413418
9	SITTING	Freq	Body	Accelerometer	Jerk	Magnitude	Mean	NA	50	-0.9530504408
9	SITTING	Freq	Body	Accelerometer	Jerk	Magnitude	SD	NA	50	-0.9493949814
9	STANDING	Time	NA	Gyroscope	NA	NA	Mean	X	45	-0.029183136346
9	STANDING	Time	NA	Gyroscope	NA	NA	Mean	Y	45	-0.060810158296
9	STANDING	Time	NA	Gyroscope	NA	NA	Mean	Z	45	0.0992409332222222
9	STANDING	Time	NA	Gyroscope	NA	NA	SD	X	45	-0.921990612
9	STANDING	Time	NA	Gyroscope	NA	NA	SD	Y	45	-0.946046640444444
9	STANDING	Time	NA	Gyroscope	NA	NA	SD	Z	45	-0.939889737333333
9	STANDING	Time	NA	Gyroscope	NA	Magnitude	Mean	NA	45	-0.921030223111111
9	STANDING	Time	NA	Gyroscope	NA	Magnitude	SD	NA	45	-0.908291403111111
9	STANDING	Time	NA	Gyroscope	Jerk	NA	Mean	X	45	-0.095897704
9	STANDING	Time	NA	Gyroscope	Jerk	NA	Mean	Y	45	-0.0419199574333333
9	STANDING	Time	NA	Gyroscope	Jerk	NA	Mean	Z	45	-0.0575743131488889
9	STANDING	Time	NA	Gyroscope	Jerk	NA	SD	X	45	-0.949105691555556
9	STANDING	Time	NA	Gyroscope	Jerk	NA	SD	Y	45	-0.975036530444444
9	STANDING	Time	NA	Gyroscope	Jerk	NA	SD	Z	45	-0.969726483555556
9	STANDING	Time	NA	Gyroscope	Jerk	Magnitude	Mean	NA	45	-0.969824044222222
9	STANDING	Time	NA	Gyroscope	Jerk	Magnitude	SD	NA	45	-0.965287050888889
9	STANDING	Time	Body	Accelerometer	NA	NA	Mean	X	45	0.282310057333333
9	STANDING	Time	Body	Accelerometer	NA	NA	Mean	Y	45	-0.0200454954022222
9	STANDING	Time	Body	Accelerometer	NA	NA	Mean	Z	45	-0.0952747481333333
9	STANDING	Time	Body	Accelerometer	NA	NA	SD	X	45	-0.975741252444444
9	STANDING	Time	Body	Accelerometer	NA	NA	SD	Y	45	-0.938635759333333
9	STANDING	Time	Body	Accelerometer	NA	NA	SD	Z	45	-0.919295805777778
9	STANDING	Time	Body	Accelerometer	NA	Magnitude	Mean	NA	45	-0.945167482444444
9	STANDING	Time	Body	Accelerometer	NA	Magnitude	SD	NA	45	-0.936105010444444
9	STANDING	Time	Body	Accelerometer	Jerk	NA	Mean	X	45	0.0760032053555556
9	STANDING	Time	Body	Accelerometer	Jerk	NA	Mean	Y	45	0.0130699796066667
9	STANDING	Time	Body	Accelerometer	Jerk	NA	Mean	Z	45	-0.004700785502
9	STANDING	Time	Body	Accelerometer	Jerk	NA	SD	X	45	-0.969973398888889
9	STANDING	Time	Body	Accelerometer	Jerk	NA	SD	Y	45	-0.963849332888889
9	STANDING	Time	Body	Accelerometer	Jerk	NA	SD	Z	45	-0.970584264666667
9	STANDING	Time	Body	Accelerometer	Jerk	Magnitude	Mean	NA	45	-0.969524578888889
9	STANDING	Time	Body	Accelerometer	Jerk	Magnitude	SD	NA	45	-0.963764177777778
9	STANDING	Time	Gravity	Accelerometer	NA	NA	Mean	X	45	0.961323502222222
9	STANDING	Time	Gravity	Accelerometer	NA	NA	Mean	Y	45	-0.010383816474
9	STANDING	Time	Gravity	Accelerometer	NA	NA	Mean	Z	45	0.00914769235555555
9	STANDING	Time	Gravity	Accelerometer	NA	NA	SD	X	45	-0.989103160444444
9	STANDING	Time	Gravity	Accelerometer	NA	NA	SD	Y	45	-0.972573867555556
9	STANDING	Time	Gravity	Accelerometer	NA	NA	SD	Z	45	-0.932245295111111
9	STANDING	Time	Gravity	Accelerometer	NA	Magnitude	Mean	NA	45	-0.945167482444444
9	STANDING	Time	Gravity	Accelerometer	NA	Magnitude	SD	NA	45	-0.936105010444444
9	STANDING	Freq	NA	Gyroscope	NA	NA	Mean	X	45	-0.916974437555556
9	STANDING	Freq	NA	Gyroscope	NA	NA	Mean	Y	45	-0.954514301555556
9	STANDING	Freq	NA	Gyroscope	NA	NA	Mean	Z	45	-0.941510336
9	STANDING	Freq	NA	Gyroscope	NA	NA	SD	X	45	-0.924738576444444
9	STANDING	Freq	NA	Gyroscope	NA	NA	SD	Y	45	-0.941950576888889
9	STANDING	Freq	NA	Gyroscope	NA	NA	SD	Z	45	-0.944942811777778
9	STANDING	Freq	NA	Gyroscope	NA	Magnitude	Mean	NA	45	-0.929769067777778
9	STANDING	Freq	NA	Gyroscope	NA	Magnitude	SD	NA	45	-0.910909659555556
9	STANDING	Freq	NA	Gyroscope	Jerk	Magnitude	Mean	NA	45	-0.967491628
9	STANDING	Freq	NA	Gyroscope	Jerk	Magnitude	SD	NA	45	-0.964770799111111
9	STANDING	Freq	Body	Accelerometer	NA	NA	Mean	X	45	-0.971662692
9	STANDING	Freq	Body	Accelerometer	NA	NA	Mean	Y	45	-0.944849431777778
9	STANDING	Freq	Body	Accelerometer	NA	NA	Mean	Z	45	-0.941686874222222
9	STANDING	Freq	Body	Accelerometer	NA	NA	SD	X	45	-0.977579248444444
9	STANDING	Freq	Body	Accelerometer	NA	NA	SD	Y	45	-0.938790016888889
9	STANDING	Freq	Body	Accelerometer	NA	NA	SD	Z	45	-0.913896832222222
9	STANDING	Freq	Body	Accelerometer	NA	Magnitude	Mean	NA	45	-0.946330171777778
9	STANDING	Freq	Body	Accelerometer	NA	Magnitude	SD	NA	45	-0.940265546444444
9	STANDING	Freq	Body	Accelerometer	Jerk	NA	Mean	X	45	-0.971313768666667
9	STANDING	Freq	Body	Accelerometer	Jerk	NA	Mean	Y	45	-0.962624298888889
9	STANDING	Freq	Body	Accelerometer	Jerk	NA	Mean	Z	45	-0.967129200444444
9	STANDING	Freq	Body	Accelerometer	Jerk	NA	SD	X	45	-0.971278823333333
9	STANDING	Freq	Body	Accelerometer	Jerk	NA	SD	Y	45	-0.968234579555556
9	STANDING	Freq	Body	Accelerometer	Jerk	NA	SD	Z	45	-0.972588748666667
9	STANDING	Freq	Body	Accelerometer	Jerk	Magnitude	Mean	NA	45	-0.963242884
9	STANDING	Freq	Body	Accelerometer	Jerk	Magnitude	SD	NA	45	-0.963593159555556
9	WALKING	Time	NA	Gyroscope	NA	NA	Mean	X	52	-0.0808360598653846
9	WALKING	Time	NA	Gyroscope	NA	NA	Mean	Y	52	-0.0625598710615385
9	WALKING	Time	NA	Gyroscope	NA	NA	Mean	Z	52	0.111629779896154
9	WALKING	Time	NA	Gyroscope	NA	NA	SD	X	52	-0.476163506730769
9	WALKING	Time	NA	Gyroscope	NA	NA	SD	Y	52	-0.467054167884615
9	WALKING	Time	NA	Gyroscope	NA	NA	SD	Z	52	-0.265683521346154
9	WALKING	Time	NA	Gyroscope	NA	Magnitude	Mean	NA	52	-0.294542266826923
9	WALKING	Time	NA	Gyroscope	NA	Magnitude	SD	NA	52	-0.489725811538462
9	WALKING	Time	NA	Gyroscope	Jerk	NA	Mean	X	52	-0.0809204094461538
9	WALKING	Time	NA	Gyroscope	Jerk	NA	Mean	Y	52	-0.0356283427038462
9	WALKING	Time	NA	Gyroscope	Jerk	NA	Mean	Z	52	-0.0633406620592308
9	WALKING	Time	NA	Gyroscope	Jerk	NA	SD	X	52	-0.526985309038462
9	WALKING	Time	NA	Gyroscope	Jerk	NA	SD	Y	52	-0.549200228076923
9	WALKING	Time	NA	Gyroscope	Jerk	NA	SD	Z	52	-0.457881494038462
9	WALKING	Time	NA	Gyroscope	Jerk	Magnitude	Mean	NA	52	-0.510253995769231
9	WALKING	Time	NA	Gyroscope	Jerk	Magnitude	SD	NA	52	-0.599866472692308
9	WALKING	Time	Body	Accelerometer	NA	NA	Mean	X	52	0.278502842115385
9	WALKING	Time	Body	Accelerometer	NA	NA	Mean	Y	52	-0.0180891971284423
9	WALKING	Time	Body	Accelerometer	NA	NA	Mean	Z	52	-0.110820512307692
9	WALKING	Time	Body	Accelerometer	NA	NA	SD	X	52	-0.238353562692308
9	WALKING	Time	Body	Accelerometer	NA	NA	SD	Y	52	-0.201696960826923
9	WALKING	Time	Body	Accelerometer	NA	NA	SD	Z	52	-0.0579636469030769
9	WALKING	Time	Body	Accelerometer	NA	Magnitude	Mean	NA	52	-0.0980840496143461
9	WALKING	Time	Body	Accelerometer	NA	Magnitude	SD	NA	52	-0.37942877
9	WALKING	Time	Body	Accelerometer	Jerk	NA	Mean	X	52	0.0704357270480769
9	WALKING	Time	Body	Accelerometer	Jerk	NA	Mean	Y	52	0.0212255910017308
9	WALKING	Time	Body	Accelerometer	Jerk	NA	Mean	Z	52	0.00414762740192308
9	WALKING	Time	Body	Accelerometer	Jerk	NA	SD	X	52	-0.206733787961538
9	WALKING	Time	Body	Accelerometer	Jerk	NA	SD	Y	52	-0.276929933846154
9	WALKING	Time	Body	Accelerometer	Jerk	NA	SD	Z	52	-0.409764526153846
9	WALKING	Time	Body	Accelerometer	Jerk	Magnitude	Mean	NA	52	-0.203733615519231
9	WALKING	Time	Body	Accelerometer	Jerk	Magnitude	SD	NA	52	-0.317113487115385
9	WALKING	Time	Gravity	Accelerometer	NA	NA	Mean	X	52	0.951867079615385
9	WALKING	Time	Gravity	Accelerometer	NA	NA	Mean	Y	52	-0.0314341738730769
9	WALKING	Time	Gravity	Accelerometer	NA	NA	Mean	Z	52	-0.115856121080385
9	WALKING	Time	Gravity	Accelerometer	NA	NA	SD	X	52	-0.980971973653846
9	WALKING	Time	Gravity	Accelerometer	NA	NA	SD	Y	52	-0.971242423076923
9	WALKING	Time	Gravity	Accelerometer	NA	NA	SD	Z	52	-0.955523995576923
9	WALKING	Time	Gravity	Accelerometer	NA	Magnitude	Mean	NA	52	-0.0980840496143461
9	WALKING	Time	Gravity	Accelerometer	NA	Magnitude	SD	NA	52	-0.37942877
9	WALKING	Freq	NA	Gyroscope	NA	NA	Mean	X	52	-0.383676120961538
9	WALKING	Freq	NA	Gyroscope	NA	NA	Mean	Y	52	-0.436905860576923
9	WALKING	Freq	NA	Gyroscope	NA	NA	Mean	Z	52	-0.240222512134615
9	WALKING	Freq	NA	Gyroscope	NA	NA	SD	X	52	-0.507404512692308
9	WALKING	Freq	NA	Gyroscope	NA	NA	SD	Y	52	-0.490990336346154
9	WALKING	Freq	NA	Gyroscope	NA	NA	SD	Z	52	-0.342367223269231
9	WALKING	Freq	NA	Gyroscope	NA	Magnitude	Mean	NA	52	-0.513797480384615
9	WALKING	Freq	NA	Gyroscope	NA	Magnitude	SD	NA	52	-0.562714528653846
9	WALKING	Freq	NA	Gyroscope	Jerk	Magnitude	Mean	NA	52	-0.602581618269231
9	WALKING	Freq	NA	Gyroscope	Jerk	Magnitude	SD	NA	52	-0.624351923653846
9	WALKING	Freq	Body	Accelerometer	NA	NA	Mean	X	52	-0.294711163653846
9	WALKING	Freq	Body	Accelerometer	NA	NA	Mean	Y	52	-0.257677616153846
9	WALKING	Freq	Body	Accelerometer	NA	NA	Mean	Z	52	-0.250806259788462
9	WALKING	Freq	Body	Accelerometer	NA	NA	SD	X	52	-0.218019977423077
9	WALKING	Freq	Body	Accelerometer	NA	NA	SD	Y	52	-0.223972558596154
9	WALKING	Freq	Body	Accelerometer	NA	NA	SD	Z	52	-0.0337965256573077
9	WALKING	Freq	Body	Accelerometer	NA	Magnitude	Mean	NA	52	-0.318801022711538
9	WALKING	Freq	Body	Accelerometer	NA	Magnitude	SD	NA	52	-0.513891953269231
9	WALKING	Freq	Body	Accelerometer	Jerk	NA	Mean	X	52	-0.314265401346154
9	WALKING	Freq	Body	Accelerometer	Jerk	NA	Mean	Y	52	-0.367706595
9	WALKING	Freq	Body	Accelerometer	Jerk	NA	Mean	Z	52	-0.399541245192308
9	WALKING	Freq	Body	Accelerometer	Jerk	NA	SD	X	52	-0.170228340134423
9	WALKING	Freq	Body	Accelerometer	Jerk	NA	SD	Y	52	-0.228380473480769
9	WALKING	Freq	Body	Accelerometer	Jerk	NA	SD	Z	52	-0.419104362884615
9	WALKING	Freq	Body	Accelerometer	Jerk	Magnitude	Mean	NA	52	-0.316870715576923
9	WALKING	Freq	Body	Accelerometer	Jerk	Magnitude	SD	NA	52	-0.322337536730769
9	WALKING_DOWNSTAIRS	Time	NA	Gyroscope	NA	NA	Mean	X	42	-0.0916383011071429
9	WALKING_DOWNSTAIRS	Time	NA	Gyroscope	NA	NA	Mean	Y	42	-0.0712598843142857
9	WALKING_DOWNSTAIRS	Time	NA	Gyroscope	NA	NA	Mean	Z	42	0.116804400690476
9	WALKING_DOWNSTAIRS	Time	NA	Gyroscope	NA	NA	SD	X	42	-0.396429197952381
9	WALKING_DOWNSTAIRS	Time	NA	Gyroscope	NA	NA	SD	Y	42	-0.340765233142857
9	WALKING_DOWNSTAIRS	Time	NA	Gyroscope	NA	NA	SD	Z	42	-0.279685150191905
9	WALKING_DOWNSTAIRS	Time	NA	Gyroscope	NA	Magnitude	Mean	NA	42	-0.168921400633333
9	WALKING_DOWNSTAIRS	Time	NA	Gyroscope	NA	Magnitude	SD	NA	42	-0.322331464761905
9	WALKING_DOWNSTAIRS	Time	NA	Gyroscope	Jerk	NA	Mean	X	42	-0.094591202447619
9	WALKING_DOWNSTAIRS	Time	NA	Gyroscope	Jerk	NA	Mean	Y	42	-0.0597608334619048
9	WALKING_DOWNSTAIRS	Time	NA	Gyroscope	Jerk	NA	Mean	Z	42	-0.0678080598785714
9	WALKING_DOWNSTAIRS	Time	NA	Gyroscope	Jerk	NA	SD	X	42	-0.509669314047619
9	WALKING_DOWNSTAIRS	Time	NA	Gyroscope	Jerk	NA	SD	Y	42	-0.448602451190476
9	WALKING_DOWNSTAIRS	Time	NA	Gyroscope	Jerk	NA	SD	Z	42	-0.417239550952381
9	WALKING_DOWNSTAIRS	Time	NA	Gyroscope	Jerk	Magnitude	Mean	NA	42	-0.469028434047619
9	WALKING_DOWNSTAIRS	Time	NA	Gyroscope	Jerk	Magnitude	SD	NA	42	-0.455855425238095
9	WALKING_DOWNSTAIRS	Time	Body	Accelerometer	NA	NA	Mean	X	42	0.295923445
9	WALKING_DOWNSTAIRS	Time	Body	Accelerometer	NA	NA	Mean	Y	42	-0.0203994269075476
9	WALKING_DOWNSTAIRS	Time	Body	Accelerometer	NA	NA	Mean	Z	42	-0.0910278793952381
9	WALKING_DOWNSTAIRS	Time	Body	Accelerometer	NA	NA	SD	X	42	0.213392270547619
9	WALKING_DOWNSTAIRS	Time	Body	Accelerometer	NA	NA	SD	Y	42	-0.208310705504762
9	WALKING_DOWNSTAIRS	Time	Body	Accelerometer	NA	NA	SD	Z	42	-0.00771530035714285
9	WALKING_DOWNSTAIRS	Time	Body	Accelerometer	NA	Magnitude	Mean	NA	42	0.145886357935714
9	WALKING_DOWNSTAIRS	Time	Body	Accelerometer	NA	Magnitude	SD	NA	42	0.265120131365238
9	WALKING_DOWNSTAIRS	Time	Body	Accelerometer	Jerk	NA	Mean	X	42	0.130193043809524
9	WALKING_DOWNSTAIRS	Time	Body	Accelerometer	Jerk	NA	Mean	Y	42	-0.0206865965952381
9	WALKING_DOWNSTAIRS	Time	Body	Accelerometer	Jerk	NA	Mean	Z	42	0.00262568854761905
9	WALKING_DOWNSTAIRS	Time	Body	Accelerometer	Jerk	NA	SD	X	42	0.017623342197619
9	WALKING_DOWNSTAIRS	Time	Body	Accelerometer	Jerk	NA	SD	Y	42	-0.3094424725
9	WALKING_DOWNSTAIRS	Time	Body	Accelerometer	Jerk	NA	SD	Z	42	-0.359513362761905
9	WALKING_DOWNSTAIRS	Time	Body	Accelerometer	Jerk	Magnitude	Mean	NA	42	-0.16237608927619
9	WALKING_DOWNSTAIRS	Time	Body	Accelerometer	Jerk	Magnitude	SD	NA	42	0.039907818552381
9	WALKING_DOWNSTAIRS	Time	Gravity	Accelerometer	NA	NA	Mean	X	42	0.938417773333333
9	WALKING_DOWNSTAIRS	Time	Gravity	Accelerometer	NA	NA	Mean	Y	42	-0.0352304645104762
9	WALKING_DOWNSTAIRS	Time	Gravity	Accelerometer	NA	NA	Mean	Z	42	-0.082276174942619
9	WALKING_DOWNSTAIRS	Time	Gravity	Accelerometer	NA	NA	SD	X	42	-0.952141220714286
9	WALKING_DOWNSTAIRS	Time	Gravity	Accelerometer	NA	NA	SD	Y	42	-0.936306558809524
9	WALKING_DOWNSTAIRS	Time	Gravity	Accelerometer	NA	NA	SD	Z	42	-0.876641297380952
9	WALKING_DOWNSTAIRS	Time	Gravity	Accelerometer	NA	Magnitude	Mean	NA	42	0.145886357935714
9	WALKING_DOWNSTAIRS	Time	Gravity	Accelerometer	NA	Magnitude	SD	NA	42	0.265120131365238
9	WALKING_DOWNSTAIRS	Freq	NA	Gyroscope	NA	NA	Mean	X	42	-0.325042890904762
9	WALKING_DOWNSTAIRS	Freq	NA	Gyroscope	NA	NA	Mean	Y	42	-0.312512195452381
9	WALKING_DOWNSTAIRS	Freq	NA	Gyroscope	NA	NA	Mean	Z	42	-0.250686586719048
9	WALKING_DOWNSTAIRS	Freq	NA	Gyroscope	NA	NA	SD	X	42	-0.423558773952381
9	WALKING_DOWNSTAIRS	Freq	NA	Gyroscope	NA	NA	SD	Y	42	-0.364282565714286
9	WALKING_DOWNSTAIRS	Freq	NA	Gyroscope	NA	NA	SD	Z	42	-0.356561471714286
9	WALKING_DOWNSTAIRS	Freq	NA	Gyroscope	NA	Magnitude	Mean	NA	42	-0.347540226666667
9	WALKING_DOWNSTAIRS	Freq	NA	Gyroscope	NA	Magnitude	SD	NA	42	-0.424170737142857
9	WALKING_DOWNSTAIRS	Freq	NA	Gyroscope	Jerk	Magnitude	Mean	NA	42	-0.463172053809524
9	WALKING_DOWNSTAIRS	Freq	NA	Gyroscope	Jerk	Magnitude	SD	NA	42	-0.485158906904762
9	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	NA	NA	Mean	X	42	0.103128506197619
9	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	NA	NA	Mean	Y	42	-0.183120455428571
9	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	NA	NA	Mean	Z	42	-0.103705822657857
9	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	NA	NA	SD	X	42	0.250488758869048
9	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	NA	NA	SD	Y	42	-0.273561385142857
9	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	NA	NA	SD	Z	42	-0.0349494927142857
9	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	NA	Magnitude	Mean	NA	42	0.222203941
9	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	NA	Magnitude	SD	NA	42	0.0888671674047619
9	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	Jerk	NA	Mean	X	42	-0.0645354342404762
9	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	Jerk	NA	Mean	Y	42	-0.313643041809524
9	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	Jerk	NA	Mean	Z	42	-0.293677789595238
9	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	Jerk	NA	SD	X	42	0.00938224337142857
9	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	Jerk	NA	SD	Y	42	-0.355981821428571
9	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	Jerk	NA	SD	Z	42	-0.425377408333333
9	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	Jerk	Magnitude	Mean	NA	42	0.00716877883571429
9	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	Jerk	Magnitude	SD	NA	42	0.0705526138333333
9	WALKING_UPSTAIRS	Time	NA	Gyroscope	NA	NA	Mean	X	49	-0.16396719
9	WALKING_UPSTAIRS	Time	NA	Gyroscope	NA	NA	Mean	Y	49	-0.0412587909579592
9	WALKING_UPSTAIRS	Time	NA	Gyroscope	NA	NA	Mean	Z	49	0.14569462592449
9	WALKING_UPSTAIRS	Time	NA	Gyroscope	NA	NA	SD	X	49	-0.343976630734694
9	WALKING_UPSTAIRS	Time	NA	Gyroscope	NA	NA	SD	Y	49	-0.400859067959184
9	WALKING_UPSTAIRS	Time	NA	Gyroscope	NA	NA	SD	Z	49	-0.138176481058776
9	WALKING_UPSTAIRS	Time	NA	Gyroscope	NA	Magnitude	Mean	NA	49	-0.0833234490061224
9	WALKING_UPSTAIRS	Time	NA	Gyroscope	NA	Magnitude	SD	NA	49	-0.425839761428571
9	WALKING_UPSTAIRS	Time	NA	Gyroscope	Jerk	NA	Mean	X	49	-0.0684689593355102
9	WALKING_UPSTAIRS	Time	NA	Gyroscope	Jerk	NA	Mean	Y	49	-0.0302797452408163
9	WALKING_UPSTAIRS	Time	NA	Gyroscope	Jerk	NA	Mean	Z	49	-0.0236327911183673
9	WALKING_UPSTAIRS	Time	NA	Gyroscope	Jerk	NA	SD	X	49	-0.660419534285714
9	WALKING_UPSTAIRS	Time	NA	Gyroscope	Jerk	NA	SD	Y	49	-0.708604774693878
9	WALKING_UPSTAIRS	Time	NA	Gyroscope	Jerk	NA	SD	Z	49	-0.65711420122449
9	WALKING_UPSTAIRS	Time	NA	Gyroscope	Jerk	Magnitude	Mean	NA	49	-0.672840561836735
9	WALKING_UPSTAIRS	Time	NA	Gyroscope	Jerk	Magnitude	SD	NA	49	-0.748651255510204
9	WALKING_UPSTAIRS	Time	Body	Accelerometer	NA	NA	Mean	X	49	0.262436475714286
9	WALKING_UPSTAIRS	Time	Body	Accelerometer	NA	NA	Mean	Y	49	-0.0195101099975714
9	WALKING_UPSTAIRS	Time	Body	Accelerometer	NA	NA	Mean	Z	49	-0.125219003959184
9	WALKING_UPSTAIRS	Time	Body	Accelerometer	NA	NA	SD	X	49	-0.36144437755102
9	WALKING_UPSTAIRS	Time	Body	Accelerometer	NA	NA	SD	Y	49	-0.302206203816327
9	WALKING_UPSTAIRS	Time	Body	Accelerometer	NA	NA	SD	Z	49	-0.253434083542857
9	WALKING_UPSTAIRS	Time	Body	Accelerometer	NA	Magnitude	Mean	NA	49	-0.260727581428571
9	WALKING_UPSTAIRS	Time	Body	Accelerometer	NA	Magnitude	SD	NA	49	-0.400222037142857
9	WALKING_UPSTAIRS	Time	Body	Accelerometer	Jerk	NA	Mean	X	49	0.0692266245755102
9	WALKING_UPSTAIRS	Time	Body	Accelerometer	Jerk	NA	Mean	Y	49	0.00126612218367347
9	WALKING_UPSTAIRS	Time	Body	Accelerometer	Jerk	NA	Mean	Z	49	0.00766046602367347
9	WALKING_UPSTAIRS	Time	Body	Accelerometer	Jerk	NA	SD	X	49	-0.335291644693878
9	WALKING_UPSTAIRS	Time	Body	Accelerometer	Jerk	NA	SD	Y	49	-0.586147012244898
9	WALKING_UPSTAIRS	Time	Body	Accelerometer	Jerk	NA	SD	Z	49	-0.647296002040816
9	WALKING_UPSTAIRS	Time	Body	Accelerometer	Jerk	Magnitude	Mean	NA	49	-0.440667540204082
9	WALKING_UPSTAIRS	Time	Body	Accelerometer	Jerk	Magnitude	SD	NA	49	-0.445485397959184
9	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	NA	Mean	X	49	0.902647777755102
9	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	NA	Mean	Y	49	-0.0377947824285714
9	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	NA	Mean	Z	49	-0.266009866857143
9	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	NA	SD	X	49	-0.954383557142857
9	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	NA	SD	Y	49	-0.901317321632653
9	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	NA	SD	Z	49	-0.89407107877551
9	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	Magnitude	Mean	NA	49	-0.260727581428571
9	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	Magnitude	SD	NA	49	-0.400222037142857
9	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	NA	Mean	X	49	-0.313941631326531
9	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	NA	Mean	Y	49	-0.499159202857143
9	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	NA	Mean	Z	49	-0.327698671183673
9	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	NA	SD	X	49	-0.361626377102041
9	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	NA	SD	Y	49	-0.352033091612245
9	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	NA	SD	Z	49	-0.165554554220408
9	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	Magnitude	Mean	NA	49	-0.531482693877551
9	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	Magnitude	SD	NA	49	-0.456841325204082
9	WALKING_UPSTAIRS	Freq	NA	Gyroscope	Jerk	Magnitude	Mean	NA	49	-0.734159449387755
9	WALKING_UPSTAIRS	Freq	NA	Gyroscope	Jerk	Magnitude	SD	NA	49	-0.787781590816326
9	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	NA	Mean	X	49	-0.342735952653061
9	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	NA	Mean	Y	49	-0.405022798163265
9	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	NA	Mean	Z	49	-0.384710423408163
9	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	NA	SD	X	49	-0.369815777346939
9	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	NA	SD	Y	49	-0.297641062755102
9	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	NA	SD	Z	49	-0.244081808302041
9	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	Magnitude	Mean	NA	49	-0.372890348979592
9	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	Magnitude	SD	NA	49	-0.509929461428571
9	WALKING_UPSTAIRS	Freq	Body	Accelerometer	Jerk	NA	Mean	X	49	-0.402044750408163
9	WALKING_UPSTAIRS	Freq	Body	Accelerometer	Jerk	NA	Mean	Y	49	-0.608498592040816
9	WALKING_UPSTAIRS	Freq	Body	Accelerometer	Jerk	NA	Mean	Z	49	-0.615125710612245
9	WALKING_UPSTAIRS	Freq	Body	Accelerometer	Jerk	NA	SD	X	49	-0.327421989591837
